Manufacturer	Model	Type	Status	Size [in]	Re [ohm]	fs [Hz]	Qms	Qes	Qts	Rms [Ns/m]	Mms [g]	Cms [mm/N]	Vas [l]	Sd [cm2]	BL [Tm]	Pmax [W]	Xmax [mm]	Beta	Z1k [ohm]	Z10k [ohm]	Le [mH]	Leb [mH]	Ke [sH]	Rss [ohm]	USPL [dB]	BL²/Re	Revision	Updated
Beyma	10MC700Nd	W	Active	10	5.2	63	3.8	0.24	0.22	5.6	54	0.115	20	350	21.8	700	7				1				97.1	91.39	11/18	2019-12-21/Datasheet Import
Beyma	10MI100 8Ω	M	Active	10	6.3	50	6.6	0.22	0.21	1.8	38	0.266	54	380	18.7	350	4.5		16	50	0.9				97.9	55.51	04/14	2016-03-01/Datasheet Import
Beyma	10MWNd				6	49	10	0.33	0.32	1.359	44.1	0.239	41	350	15.72	350	4.75		15	40					94.9	41.19		2017-07-01/Data import
Beyma	10WR300	W	Active	10	6	47	3.9	0.31	0.29	2.9	39	0.292	50.5	350	14.3	300	6				1				95.5	34.08	05/15	2016-03-01/Datasheet Import
Beyma	10XC25				6.3	53	10	0.38	0.37	0.92	27.6	0.326	66	380	12.35	250	3		11	35					97.2	24.21		2017-07-01/Data import
Beyma	12AG100			12	6.5	60	3.35	0.88	0.7	3.51	31.22	0.23	92	540	9.3	80	1.5				0.4				96.4	13.31		
Beyma	12BR70	W	Active	12	5.6	31	4.44	0.56	0.5	3.3	74	0.345	142	540	12.1	125	8				0.85				92.3	26.14	11/13	2016-03-01/Datasheet Import
Beyma	12CXA400Nd				6.6	45	6.2	0.28	0.27	2.369	52	0.241	102	550	18.61	400	3.5		10	30					98	52.47		2017-07-01/Data import
Beyma	12G250/R			12	6.2	40.3	4.24	0.17	0.17	3.46	58	0.27	106	530	22.93	200	2				1				99.2	84.8		
Beyma	12G320			12	6.2	52.6	2.58	0.2	0.18	7.43	58	0.16	62	530	24.5	150	1.5				0.7				99.7	96.81		
Beyma	12G350			12	6	50	11.9	0.3	0.29	1.4	53	0.19	80	550	18.2	250	4.5				1.2				98.5	55.21		
Beyma	12G40	W	Active	12	6	44	11.6	0.3	0.3	1.5	62	0.206	81	530	18.4	500	5		15	50	2.1				96.9	56.43		2016-03-01/Datasheet Import
Beyma	12K200			12	6.2	34.2	11.17	0.23	0.22	1.04	54	0.4	135	490	17.72	250	4.5				0.8				96.8	50.64		
Beyma	12KX				5.6	45	10.4	0.38	0.37	2.058	75.7	0.165	70	550	17.76	300	3		8.5	30					95.8	56.32		2017-07-01/Data import
Beyma	12LW30/N	W	Active	12	6.3	42	3.8	0.29	0.27	4.9	71	0.204	84	540	20.2	450	7		12	40	1				96.4	64.77	12/14	2016-03-01/Datasheet Import
Beyma	12LX60V2	W	Active	12	5.1	49	15.3	0.4	0.38	2.1	102	0.099	43	550	20	700	9		15	60	2.1				95	78.43		2016-03-01/Datasheet Import
Beyma	12M300			12	6.3	45	8.49	0.2	0.2	1.5	45	0.27	115	550	20.3	300	4				1.3				100.2	65.41		
Beyma	12MC500	W	Active	12	5.5	57	8.58	0.39	0.38	2.5	59	0.128	54.9	550	17.3	500	8				0.7				97.8	54.42	02/14	2016-03-01/Datasheet Import
Beyma	12MC700Nd	W	Active	12	5.2	51	4.1	0.26	0.24	5.6	72	0.136	58	550	21.6	700	7				1				98.6	89.72	12/18	2019-12-21/Datasheet Import
Beyma	12MI100	M	Active	12	6.3	58	5.54	0.23	0.22	3.3	47	0.162	64	530	21.6	450	2		16	50	1				100.4	74.06		2016-03-01/Datasheet Import
Beyma	12MWNd				6	43	9.1	0.34	0.33	1.723	58	0.236	100	550	16.63	350	4.75		15	40					96.9	46.09		2017-07-01/Data import
Beyma	12P1000Nd	W	Active	12	5.1	47	7.89	0.27	0.26	3.7	100	0.115	49	550	23.5	900	8		20	60	2				96.7	108.28		2016-03-01/Datasheet Import
Beyma	12P80FeV2	W	Active	12	5.1	50	4.9	0.21	0.2	4.2	65	0.156	66.8	550	22.5	700	7.5				1.1				99.9	99.26	11/15	2016-03-01/Datasheet Import
Beyma	12P80Nd				5.2	45	6.6	0.15	0.15	2.365	55.2	0.227	96	550	23.26	800	4		10	40					101.5	104.04		2017-07-01/Data import
Beyma	12P80NdV2	W	Active	12	5.1	50	4.25	0.17	0.16	5	67	0.15	65	413	25.3	700	7.5				0.75				100.7	125.51	02/16	2016-03-01/Datasheet Import
Beyma	12SW1300Nd	W	Active	12	4.9	45	12.07	0.27	0.26	2.77	118	0.106	45	550	25.3	1200	10				3.25				95.9	130.63		2016-03-01/Datasheet Import
Beyma	12WR400	W	Active	12	5.8	42	5.6	0.3	0.28	2.9	62	0.231	91.1	530	18	400	6.3				1				96.9	55.86		2016-03-01/Datasheet Import
Beyma	12XA30Nd				6.8	35	8	0.22	0.21	1.3	47.3	0.437	172	530	17.93	350	3		11	35					98	47.28		2017-07-01/Data import
Beyma	15CXA400Nd				6.6	40	4.4	0.39	0.36	5.004	87.6	0.181	196	880	19.3	400	3.5		10	30					97.9	56.44		2017-07-01/Data import
Beyma	15G300			15	6.3	37.2	14.05	0.33	0.33	1.33	80	0.23	205	800	18.8	250	5				1.3				98.1	56.1		
Beyma	15G350			15	6.3	34	12.78	0.3	0.3	1.17	69.98	0.31	302	830	17.6	250	4.5				0.8				99	49.17		
Beyma	15G40	W	Active	15	5.9	38	8	0.33	0.32	3.8	126	0.133	128	830	23.3	700	9.5		20	80	2.7				96.6	92.02		2016-03-01/Datasheet Import
Beyma	15G400			15	6	35	8.3	0.28	0.27	2.91	110	0.18	175	830	22.7	400	6.5				1.3				97.5	85.88		
Beyma	15G450/N	W	Active	15	5.6	44	7	0.36	0.34	5.3	135	0.097	106	880	24.1	750	7.5		11	50	1.5				97.5	103.72	11/14	2016-03-01/Datasheet Import
Beyma	15GT200			15	6	30.4	7.22	0.23	0.22	2.78	105	0.26	270	860	23	300	5				1.3				98.4	88.17		
Beyma	15K200			15	6.3	27.4	13.71	0.27	0.27	1.33	106	0.32	345	880	20.5	300	7.5				1.7				97.2	66.71		
Beyma	15KX				5.7	45	11.4	0.52	0.5	1.657	66.8	0.187	203	880	14.39	300	3		8	20					99	36.33		2017-07-01/Data import
Beyma	15LW30	W	Active	15	6.2	34	4.5	0.35	0.33	4.5	96	0.228	251	880	18.9	500	7		15	40	1.1				97.6	57.61	12/14	2016-03-01/Datasheet Import
Beyma	15LX60V2	W	Active	15	5.1	42	21.23	0.45	0.44	1.9	147	0.0924	105	910	21.1	700	9		15	60	2.1				96.3	87.3		2016-03-01/Datasheet Import
Beyma	15M300			15	5.8	40	8.1	0.28	0.27	2.42	78	0.2	220	880	20.1	300	3.5				1.3				100.4	69.66		
Beyma	15MC500	W	Active	15	5.7	46	8	0.49	0.46	3.5	98	0.12	131.5	880	18.25	500	8				1.15				97.6	58.43	02/14	2016-03-01/Datasheet Import
Beyma	15MC700Nd	W	Active	15	5.2	49	4.4	0.33	0.31	6.6	94	0.111	122	880	21.4	700	7				1				100.3	88.07	02/19	2019-12-21/Datasheet Import
Beyma	15MI100	M	Active	15	6.2	37	6.3	0.3	0.29	2.8	77	0.24	264	880	19.2	450	4.5		17	60	1				99.6	59.46	07/14	2016-03-01/Datasheet Import
Beyma	15MWNd				5	42	7.6	0.4	0.38	3.072	88.5	0.162	176	880	17.08	400	3.75		15	40					99.2	58.35		2017-07-01/Data import
Beyma	15P1000Fe				5.1	45	11.5	0.38	0.37	3.661	148.9	0.084	86	855	23.77	1000	4.5		20	60					97.1	110.79		2017-07-01/Data import
Beyma	15P1000FeV2	W	Active	15	5.3	42	6.6	0.29	0.28	5.91	147	0.097	100.2	855	26.6	1000	8				1.3				97.9	133.5	03/15	2016-03-01/Datasheet Import
Beyma	15P1000Nd	W	Active	15	5.1	45	9.6	0.36	0.34	4.3	145	0.086	88	855	24.3	1000	8		20	65	2				97.4	115.78		2016-03-01/Datasheet Import
Beyma	15P1200Nd/N	W	Active	15	5.2	42	14.2	0.32	0.31	3.22	165	0.083	84.7	855	26.5	1200	9.5		22	70	2.7				96.8	135.05		2016-03-01/Datasheet Import
Beyma	15P80/Nd	W	Active	15	5.1	33	7.7	0.182	0.178	2.73	101	0.229	250	880	24.3	800	7.5				0.8				100.9	115.78	06/14	2016-03-01/Datasheet Import
Beyma	15P80Fe/N	W	Active	15	5.3	32	5.5	0.19	0.18	3.2	88	0.279	305	880	22.1	800	7.5				1.2				101	92.15	05/15	2016-03-01/Datasheet Import
Beyma	15P80Nd				5.2	35	10	0.22	0.22	2.273	103.3	0.2	217	880	23.18	800	4		10	40					100.1	103.33		2017-07-01/Data import
Beyma	15SW1300Nd	W	Active	15	5.2	44	14.7	0.37	0.36	3.02	160	0.082	89.6	880	25.1	1300	10				3.45				97	121.16		2016-03-01/Datasheet Import
Beyma	15WR400	W	Active	15	5.5	36	8.2	0.32	0.3	2.5	91	0.205	224	880	19.2	400	6.3				1				98.8	67.03	05/15	2016-03-01/Datasheet Import
Beyma	15XA38Nd				6.8	33	7.5	0.3	0.29	1.937	70.1	0.332	360	880	18.15	350	3.5		11	35					99.1	48.44		2017-07-01/Data import
Beyma	18G40	W	Active	18	6	32	12.7	0.42	0.41	3	171	0.136	323	1300	22.5	700	7		20	80	3				97.3	84.38		2016-03-01/Datasheet Import
Beyma	18G400			18	6.5	32	8.84	0.32	0.31	3.6	158	0.16	370	1300	25.55	400	7				1.4				98.7	100.43		
Beyma	18G480	S		18	6.5	25.8	6.05	0.26	0.25	4.68	175	0.22	440	1200	26.4	800	9				2				97.5	107.22		
Beyma	18G50			18	6.1	40	12.05	0.33	0.32	3.55	170	0.11	212	1180	28.8	800	7				2				99.3	135.97		
Beyma	18G550	W	Active	18	5.3	36	8.88	0.39	0.37	5.5	190	0.104	210	1200	24.4	900	9		11	50	1.4				97.8	112.33		2016-03-01/Datasheet Import
Beyma	18GT200			18	6	24.6	7.11	0.22	0.22	2.59	119	0.35	595	1100	22.3	300	5				1.2				99.3	82.88		
Beyma	18LX60V2		Active	18	5.1	35	15.7	0.5	0.48	3.1	215	0.0945	236	1320	21.8	700	9		15	60	2.1				97	93.18		2016-03-01/Datasheet Import
Beyma	18P1000/Fe V2	W	Active	18	5.2	33	10.5	0.33	0.32	4.4	221	0.105	230	1250	26.8	1200	8				1.75				97.9	138.12	08/14	2016-03-01/Datasheet Import
Beyma	18P1000Fe				5.1	40	15	0.4	0.39	3.561	212.5	0.074	163	1250	26.1	1000	4.5		22	70					98.1	133.57		2017-07-01/Data import
Beyma	18P1000Nd		Active	18	5.1	40	9.87	0.43	0.41	5	195	0.08	178	1250	24.3		8		22	70	2.8				98.2	115.78		2016-03-01/Datasheet Import
Beyma	18P1200Nd/N	W	Active	18	5.3	37	10.39	0.35	0.34	4.5	199	0.093	198	1225	26.3	1200	9.5		22	70	2.3				98.4	130.51		2016-03-01/Datasheet Import
Beyma	18P80/Nd	W	Active	18	5.1	30	11.55	0.29	0.29	2.34	146	0.193	411	1225	21.9	800	7.5		20	60	1.9				99.8	94.04		2016-03-01/Datasheet Import
Beyma	18PW1400/Fe	W	Active	18	5.05	32	10.23	0.28	0.27	4.62	230	0.103	228.9	1255	29	1400	10				1.2				98.3	166.53		2016-03-01/Datasheet Import
Beyma	18PWB1000/Fe	W	Active	18	6	27	8.2	0.4	0.38	5.1	245	0.142	317	1255	25	1000	12.5				2				95.2	104.17	01/16	2016-03-01/Datasheet Import
Beyma	18SW1600Nd	W	Active	18	5.5	32	11.74	0.34	0.33	4.46	260	0.093	205.7	1255	29	1600	10				3.1				96.6	152.91		2016-03-01/Datasheet Import
Beyma	21L45			21	6.5	30	9.91	0.33	0.32	4.76	250	0.11	500	1764	30.5	800	7				1.8				99	143.12		
Beyma	21PW1400/Fe	W	Active	21	5.2	30	7.44	0.36	0.34	7.51	298	0.094	401.5	1734	28.2	1400	10				1.3				98.7	152.93		2016-03-01/Datasheet Import
Beyma	5G40Nd				6.9	110	4.9	0.33	0.31	0.964	6.8	0.306	3.1	85	9.94	100	1		8	15					93.6	14.32		2017-07-01/Data import
Beyma	5M30			5.25	6.5	85	2.72	0.82	0.63	1.3	6.63	0.53	6	90	5.3	30	1				0.5				89.4	4.32		
Beyma	5P200Fe				5.2	72	7.5	0.35	0.33	0.654	10.8	0.451	5.7	95	8.53	150	4		6.3	15					91.7	13.99		2017-07-01/Data import
Beyma	605Nd				6	150	10	0.32	0.31	0.971	10.3	0.109	3	140	13.49	100	0.5		7	15					98.3	30.33		2017-07-01/Data import
Beyma	6G40Nd				6.2	88	9.1	0.34	0.33	0.758	12.5	0.262	7.2	140	11.21	170	1		7.5	18					94.7	20.27		2017-07-01/Data import
Beyma	6MI100				6	100	1.9	0.53	0.41	4.598	13.9	0.182	5	140	9.95	250	0.5		6.5	12					93	16.5		2017-07-01/Data import
Beyma	6MI90				6	120	6	0.47	0.44	0.867	6.9	0.255	7	140	8.15	100	0.5		7	15					97.4	11.07		2017-07-01/Data import
Beyma	6P200Fe				5	65	3.6	0.34	0.31	1.908	16.8	0.357	9.1	135	10.05	200	2.5		6.3	15					92.7	20.2		2017-07-01/Data import
Beyma	6P200Nd				5.3	56	3.7	0.32	0.29	1.634	17.2	0.47	12	135	10.01	200	3.5		6.3	15					92	18.91		2017-07-01/Data import
Beyma	8B40	W		8	6.8	29	2.75	0.54	0.45	1.29	19.44	1.5	105	220	6.7	50	5				0.7				89.5	6.6		
Beyma	8BR40/N 8Ω	W	Active	8	5.5	30	2.05	0.48	0.39	1.99	21	1.312	89.1	220	6.8	50	6.7				0.5				90.6	8.41	05/15	2016-02-28/Datasheet Import
Beyma	8CX300Nd				5	57	9.25	0.27	0.26	0.585	15.1	0.516	35	220	10.01	250	4		8	20					97.8	20.04		2017-07-01/Data import
Beyma	8G40	W	Active	8	6.1	70	6.83	0.38	0.36	1.4	21	0.25	17	220	12.2	250	4.5		9	20	1.3				95	24.4		2016-02-28/Datasheet Import
Beyma	8LW30	W	Active	8	5.8	70	7	0.39	0.37	1.4	22	0.236	16	220	12	250	4.5		9	35	1.1				94.9	24.83		2016-02-28/Datasheet Import
Beyma	8M100	M		8	7.2	83.6	3.73	0.48	0.43	1.97	14	0.26	16	210	10.5	100	1				0.4				95.4	15.31		
Beyma	8M60	M		8	7	80	2.84	0.52	0.44	2.4	13.58	0.29	18	210	9.6	70	1				0.4				95.1	13.17		
Beyma	8MI100	M	Active	8	6	90	8.5	0.6	0.56	1.2	17	0.191	13	220	9.8	250	1		6.5	12	0.2				95.2	16.01		2016-02-28/Datasheet Import
Beyma	8P300Fe				6.7	61	9.5	0.34	0.33	0.846	21	0.325	22	220	12.59	300	4		9	25					94.4	23.66		2017-07-01/Data import
Beyma	8P300Fe/N	W	Active	8	5.3	51	17	0.33	0.32	0.47	24	0.385	26.3	220	11.3	300	6				0.3				94	24.09	03/15	2016-02-28/Datasheet Import
Beyma	8WOOFER/P-V2	W	Active	8	5.8	35	2.72	0.62	0.5	1.95	20	0.869	59	220	7	50	4.5				0.9				89.5	8.45		2016-02-28/Datasheet Import
Beyma	BF-8R	W	Active	8	5.5	52	5.56	1.1	0.92	1.26	21	0.436	29.6	220	5.9	50	5.7		8	25	0.8				89.4	6.33		2016-02-28/Datasheet Import
Beyma	CM-10	W	Active	10	6.15	61	6.38	0.55	0.51	2.13	35	0.192	40.7	390	12.25	125	6.5		9	30	1.2				95.4	24.4	08/13	2016-03-01/Datasheet Import
Beyma	CM-6				6	138	4.7	1.2	0.96	2.727	14.8	0.09	2.47	140	8.01	80	1		7	15					90.6	10.69		2017-07-01/Data import
Beyma	CM-8B				6.2	73	13.5	0.65	0.62	0.73	21.5	0.221	15	220	9.69	100	5		9	30					92.6	15.14		2017-07-01/Data import
Beyma	SM-108	W	Active	8	6.2	71	3.8	0.35	0.32	2.8	24	0.21	14.4	220	14	150	6				0.9				94.8	31.61	05/15	2016-02-28/Datasheet Import
Beyma	SM-110			10	6.2	50	3.02	0.41	0.36	4.81	46.24	0.22	42	370	14.8	150	4				0.9				94.2	35.33		
Beyma	SM110/N	W	Active	10	6.2	43	7.88	0.37	0.35	1.3	38	0.368	65	355	13.2	200	4				1.7				94.6	28.1		2016-03-01/Datasheet Import
Beyma	SM-112			12	6.4	45	14.26	0.35	0.34	1.13	57.2	0.22	86	530	17.2	250	5.5				0.9				96.5	46.22		
Beyma	SM-112/N	W	Active	12	6.2	40	8	0.31	0.3	1.8	58	0.273	117.3	550	17	400	7.25				1.2				96.9	46.61	10/14	2016-03-01/Datasheet Import
Beyma	SM-115			15	6.2	42	11.2	0.41	0.4	1.89	80.37	0.18	185	860	17.85	250	5.5				0.9				98.3	51.39		
Beyma	SM-115/K	W	Active	15	6.1	29	5.8	0.26	0.25	3.8	121	0.25	273	880	22.8	500	8				1.6				97.3	85.22	12/14	2016-03-01/Datasheet Import
Beyma	SM-115/N	W	Active	15	6.4	35	8.5	0.4	0.38	2.2	86	0.243	267	880	17.4	400	7.25				1.2				97.5	47.31	09/14	2016-03-01/Datasheet Import
Beyma	SM-118			18	6.4	30	9.98	0.45	0.43	2.27	120.34	0.23	430	1146	17.95	250	5.5				0.9				97.1	50.34		
Beyma	SM-118/N	W	Active	18	6.3	42	5.5	0.65	0.58	6.2	130	0.11	206	1150	18.3	400	7.25				1.1				96.7	53.16	01/15	2016-03-01/Datasheet Import
Beyma	SM-212	W	Active	12	5.5	43	5.3	0.41	0.38	2.9	57	0.24	103	550	14.4	350	8.25				0.6				96.6	37.7	12/14	2016-03-01/Datasheet Import
Beyma	T-100			15	6	33	2.63	0.56	0.46	5.97	75.79	0.31	275	800	13	150	6				1				95.7	28.17		
BMS	12C262	C	Active	12	5.7	47.3	5.4	0.25	0.24	3.46	63	0.18	60.6	487	20.6	400	2.5								97.6	74.45	2011-04	2018-08-04/Kimmo Saunisto
BMS	12N620	M	Active	12	5.7	44.7	5.1	0.26	0.25	3.88	68	0.18	72.7	531	20.6	500	3.5				0.6				97.4	74.45	2011-04	2016-03-02/Datasheet Import
BMS	12N630	W	Active	12	6	28.6	6.24	0.35	0.33	3.72	127	0.24	85.5	498	19.8	600	8				0.68				90.8	65.34	2014-07	2016-03-03/Datasheet Import
BMS	12N802	M	Active	12	5.7	43	5.2	0.25	0.24	4.34	80	0.164	65	531	22.25	1000	4.5				0.85				96.6	86.85	2011-04	2016-03-02/Datasheet Import
BMS	12N803	M	Active	12	5.7	41	5.2	0.25	0.24	3.83	78	0.195	77	531	21.35	1000	6				0.61				96.7	79.97	2011-10	2016-03-02/Datasheet Import
BMS	12N804	M	Active	12	5.7	39	4.6	0.31	0.29	4.96	92	0.179	71	531	20.4	1100	8				0.66				94.8	73.01	2012-01	2016-03-02/Datasheet Import
BMS	12N810	M	Active	12	5.8	40.7	5.1	0.17	0.16	3.33	68	0.23	89.6	531	24.5	600	2.5				0.76				98.9	103.49	2011-04	2016-03-02/Datasheet Import
BMS	12N820	M	Active	12	5.7	37.8	5.3	0.16	0.16	3.18	72	0.25	98.7	531	24.2	800	4.5				0.62				98.7	102.74	2011-04	2016-03-02/Datasheet Import
BMS	12S302	WM	Active	12	3	45	5	0.267	0.253	4.421	77	0.16	65	531	15.65	500	4.5	0			0.5				99.7	81.64		2024-08-06/Kimmo Saunisto
BMS	12S305	W	Active	12	5.4	35	5.8	0.278	0.265	3.6	95	0.218	82	515	20.14	800	11				0.7				94.7	75.11	2013-04	2018-06-26/Kimmo Saunisto
BMS	12S320	M	Active	12	5.7	45.4	4.2	0.21	0.2	4.742	69	0.176	69.5	531	23.3	500	4.5	0			0.75				98.4	95.24	2011-04	2016-03-02/Datasheet Import
BMS	12S330	W	Active	12	6	28.6	5.9	0.25	0.24	3.93	127	0.24	85.5	498	23	600	8				0.7				92.3	88.17	2011-04	2016-03-02/Datasheet Import
BMS	15C262	C	Active	15	5.7	42.5	5.4	0.36	0.34	4.95	100	0.14	138	834	20.6	400	2.5								98.2	74.45	2011-05	2017-03-11/Kimmo Saunisto
BMS	15N620	M	Active	15	5.7	41	5.9	0.37	0.35	4.7	109	0.14	154	880	20.6	500	5.5				0.65				98	74.45	2011-04	2016-03-02/Datasheet Import
BMS	15N630	W	Active	15	6	39	6.74	0.45	0.42	4.32	121	0.14	152	880	19.8	600	8				0.7				96.3	65.34	2011-04	2016-03-02/Datasheet Import
BMS	15N820	M	Active	15	5.7	39.2	4.5	0.27	0.26	6.27	114	0.144	159	880	24.2	900	4.5				0.81				99	102.74	2011-04	2016-03-02/Datasheet Import
BMS	15N830V2	W	Active	15	4.8	39.5	4.2	0.29	0.27	6.66	130	0.144	159	880	22.4	1100	8				0.7				99.5	104.53	2011-04	2016-03-02/Datasheet Import
BMS	15N840	W	Active	15	5	35.6	5.75	0.32	0.3	5.33	137	0.146	145.7	845	24.6	1200	11				0.82				97.2	121.03	2011-04	2016-03-02/Datasheet Import
BMS	15S320	M	Active	15	5.7	41	5	0.29	0.28	5.55	109	0.14	154	880	23.3	500	4.5				0.8				99.1	95.24	2011-04	2016-03-02/Datasheet Import
BMS	15S330	W	Active	15	6	39	6.6	0.34	0.32	4.42	115	0.14	152	880	23	600	8				0.72				97.5	88.17	2011-04	2016-03-02/Datasheet Import
BMS	15S430V2	W	Active	15	5	39.8	6.6	0.27	0.26	5	132	0.12	135	897	24.96	1200	7.5				0.73				99	124.6	2011-04	2016-03-03/Kimmo Saunisto
BMS	15S435	W	Active	15	5.4	38	5.9	0.29	0.28	5.461	136	0.13	129	845	24.4	1200	8	0			0.86				97.6	110.25		2023-06-17/Kimmo Saunisto
BMS	18N830V2	W	Active	18	4.8	31	6	0.39	0.37	6.85	210	0.125	262	1212	22.4	1100	8				0.77				97.2	104.53	2011-04	2016-03-02/Datasheet Import
BMS	18N840	W		18	5	28.5	6.66	0.33	0.32	5.97	222	0.14	288	1213	24.4	1200	9				0.87				97.1	119.07		
BMS	18N850	W		18	5.7	24.4	7.23	0.26	0.25	6.43	303	0.14	288	1212	31.7	1200	13				1.07				95.5	176.3		
BMS	18N850V2	W	Active	18	5	29.8	7	0.35	0.33	6.36	240	0.12	243	1213	25.4	1200	12				0.85				96.7	129.03	2011-04	2016-03-02/Datasheet Import
BMS	18N860	W		18	5.7	24.9	5.33	0.4	0.37	0.01	280	0.15	304	1213	24.94		19				0.81				94.2	109.12		
BMS	18N862	W	Active	18	5.56	25.1	6.75	0.36	0.34	6.26	267	0.15	312	1219	25.52	1500	19				0.81				94.9	117.13	2012-02	2016-03-02/Datasheet Import
BMS	18S430	W		18	5	32.9	6.8	0.34	0.33	5.93	195	0.12	247	1213	24.26	1200	7.5				0.82				98.2	117.71		
BMS	18S430V2	W	Active	18	4.8	31	6	0.36	0.34	6.85	210	0.125	262	1213	23.5	1200	8		16	34	0.82				97.6	115.05	2011-04	2016-03-02/Datasheet Import
BMS	18S450	W	Active	18	5.5	29	7.25	0.32	0.31	5.65	224	0.134	281	1213	26.5	1200	12	0			1.1				96.9	127.68	2013-04-05	2016-03-03/Kimmo Saunisto
Bumper	1048-C			10	6.6	42.9	6.57	0.53	0.49	1.83	44.55	0.31	45.4	324	12.2	200	5.1								91.1	22.55		
Bumper	1048-RF			10	3.6	46.3	9.04	0.35	0.34	1.52	47.19	0.25	36.8	324	11.9	250	5.1								95.7	39.34		
Bumper	1248-C			12	6.6	30.2	3.63	0.41	0.37	6.39	122.3	0.23	66.4	457	19.34	250	5.6								89.3	56.67		
Bumper	1248-RF			12	3.6	37.4	6.34	0.36	0.34	2.66	71.84	0.25	73.7	457	13.03	250	5.1								95.8	47.16		
Bumper	1548-C			15	6.6	32.6	2.36	0.86	0.63	12.27	141.4	0.17	184	883	14.9	250	5.85								91.5	33.64		
Bumper	1548-RF			15	3.6	32.6	8.82	0.59	0.56	3.62	155.79	0.15	167	883	13.9	250	5.5								95.4	53.67		
Bumper	1865-C			18	6.6	39.8	7.78	1.33	1.13	5.98	186	0.086	264	1481	15.21	340	6.1								93.8	35.05		
Bumper	648-RF	W		8	6.6	74.4	7.12	0.49	0.46	1.36	20.66	0.22	14.2	214	11.4	200	4								93.6	19.69		
Bumper	848-C	W		8	6.6	70	3.57	0.59	0.51	2.16	17.5	0.3	27.1	256	9.25	200	4.85								94.8	12.96		
Bumper	848-RF	W		8	6.6	47.4	5.05	0.4	0.37	1.96	33.15	0.34	31.2	256	12.8	200	4.8								92	24.82		
Celestion	AF3010	F	Active	3	10.48	128.9	6.096	0.843	0.74	0.47	3.55	0.43	0.67	33.18	5.98	35	2.75	0			0.26				83.1	3.41		2024-10-18/Celestion
Celestion	AF4010	F	Active	4	10.37	104.7	5.306	0.951	0.807	0.61	4.95	0.47	2.13	56.75	5.96	35	2.75	0			0.37				85	3.43		2024-10-18/Celestion
Celestion	AN2075	F	Active	2	5.33	153.4	5.281	0.998	0.839	0.27	1.49	0.72	1.51	12.56	2.71	20	2.25	0			0.04				91.1	1.38		2024-10-18/Celestion
Celestion	AN2775	F	Active	2.75	5.26	123.3	5.408	1.166	0.959	0.38	2.68	0.62	3.57	28.27	2.56	20	2.25	0			0.07				91.4	1.25		2024-10-18/Celestion
Celestion	AN3510	F	Active	3.5	5.73	113.4	5.093	0.74	0.646	0.53	3.76	0.52	1.87	38.45	4.56	35	2.25	0			0.14				89.1	3.63		2024-10-18/Celestion
Celestion	CF0617M	M	Active	6.5	5.3	116.6	6.93	0.481	0.451	1.23	11.59	0.16	5.39	153.94	9.68	200	2.7	0			1.73				96.3	17.68		2024-10-18/Celestion
Celestion	CF0820BMB	W	Active	8	5.45	50.5	5.095	0.394	0.366	2.01	32.35	0.31	22.42	226.98	11.92	250	7.25	0			0.78				92.3	26.07		2024-10-18/Celestion
Celestion	CF0820M	M	Active	8	5.39	202	1.784	0.831	0.567	15.21	21.38	0.03	2.12	226.98	13.27	250	3.5	0			0.12				96.9	32.67		2024-10-18/Celestion
Celestion	CF1025BMB	W	Active	10	6.04	40.9	7.952	0.371	0.355	1.804	55.865	0.271	46.1	346.36	15.28	300	6.65	0			1.15				92.5	38.66		2024-10-23/Celestion
Celestion	CF1025C	W	Active	10	5.15	54.8	2.338	0.299	0.265	5.46	37.03	0.23	38.63	346.36	14.82	300	4.25	0			0.57				97.2	42.65		2024-10-18/Celestion
Celestion	CF1230BMB	W	Active	12	5.84	43.4	4.451	0.417	0.381	5.416	88.41	0.152	60.68	530.93	18.38	350	7	0			0.713				94.1	57.85		2024-10-18/Celestion
Celestion	CF1230F	W	Active	12	5.08	56.5	4.33	0.342	0.317	5.23	63.75	0.12	49.61	530.93	18.33	500	7.5	0			0.74				98.1	66.14		2024-10-18/Celestion
Celestion	CF1540HD	W	Active	15	5.15	40.8	5.591	0.323	0.305	6.67	145.53	0.11	108.3	855.3	24.4	1200	10.5	0			1.22				97.5	115.6		2024-10-18/Celestion
Celestion	CF1840H	W	Active	18	3.04	38.5	3.921	0.385	0.351	9.76	158.7	0.11	196.7	1134.12	17.41	1000	8	0			0.95				100.8	99.71		2024-10-18/Celestion
Celestion	CF1840JD	W	Active	18	5.29	37	4.372	0.437	0.397	11.56	217.4	0.09	155	1134.12	24.76	1200	12.5	0			1.16				96.3	115.89		2024-10-18/Celestion
Celestion	CF18VJD	W	Active	18	6.13	34.5	4.573	0.332	0.309	12.59	265.42	0.08	145.81	1134.12	32.59	1600	12	0			1.87				95.7	173.26		2024-10-18/Celestion
Celestion	CN0515M	M	Active	5	11.47	189.2	1.534	0.337	0.276	7.06	9.11	0.08	0.68	78.54	19.19	100	3.25	0							91.8	32.11		2024-10-18/Celestion
Celestion	CN0617M	M	Active	6.5	12.85	197.5	5.641	0.55	0.501	2.36	10.75	0.06	2.03	153.94	17.65	200	2.7	0							94.5	24.24		2024-10-18/Celestion
